#FILE:                        13WaT18 5 K min air 16.2.07.dsu
#FORMAT:                      NETZSCH4                       
#IDENTITY:                    13 WaT18 5 K min air           
#DECIMAL:                     POINT                          
#SEPARATOR:                   SEMICOLON                      
#MTYPE:                       TG                             
#INSTRUMENT:                  NETZSCH STA 449C               
#PROJECT:                     vtt                            
#DATE/TIME:                   16.2.2007 14:13:33             
#CORR. FILE:                  correction 5Kmin air 800 C.bsu 
#LABORATORY:                  EO                             
#OPERATOR:                    TL                             
#REMARK:                                                     
#SAMPLE:                      13 WaT18                       
#SAMPLE MASS /mg:             12.341                         
#MATERIAL:                    Empty crucibles                
#REFERENCE:                   al2o3                          
#REFERENCE MASS /mg:          40.312                         
#TYPE OF CRUCIBLE:            DSC/TG pan Al2O3               
#SAMPLE CRUCIBLE MASS /mg:    0.000                          
#REFERENCE CRUCIBLE MASS /mg: 0.000                          
#PROTECTIVE GAS:              N2                             
#PURGE GAS 1:                 air                            
#FLOW RATE 1 /(ml/min):       40                             
#PURGE GAS 2:                                                
#FLOW RATE 2:                                                
#DSC RANGE /æm:               5000                           
#TG RANGE /æm:                5000                           
#CORR. CODE:                  020                            
#EXO:                         +1                             
#RANGE:                       20.0/5.00(K/min)/800.0         
#SEGMENT:                     S1/1                           

##Temp./øC;Mass/%
509.94700;  1.08886
510.94700;  1.08661
511.94700;  1.08662
512.94700;  1.08655
513.94700;  1.08861
514.94700;  1.08745
515.94700;  1.09029
516.94700;  1.09180
517.94700;  1.09514
518.94700;  1.09225
519.94700;  1.09344
520.94700;  1.09705
521.94700;  1.09877
522.94700;  1.09872
523.94700;  1.10042
524.94700;  1.09629
525.94700;  1.09793
526.94700;  1.10025
527.94700;  1.10119
528.94700;  1.10116
529.94700;  1.10036
530.94700;  1.10365
531.94700;  1.10451
532.94700;  1.10772
533.94700;  1.10599
534.94700;  1.10525
535.94700;  1.10607
536.94700;  1.10606
537.94700;  1.10606
538.94700;  1.10607
539.94700;  1.10769
540.94700;  1.10931
541.94700;  1.11012
542.94700;  1.10931
543.94700;  1.10846
544.94700;  1.11011
545.94700;  1.11093
546.94700;  1.11266
547.94700;  1.11085
548.94700;  1.11410
549.94700;  1.11586
550.94700;  1.11581
551.94700;  1.11746
552.94700;  1.11569
553.94700;  1.11620
554.94700;  1.11417
555.94700;  1.11410
556.94700;  1.11469
557.94700;  1.11050
558.94700;  1.11174
559.94700;  1.11174
560.94700;  1.11360
561.94700;  1.11470
562.94700;  1.11366
563.94700;  1.11573
564.94700;  1.11741
565.94700;  1.11881
566.94700;  1.11822
567.94700;  1.11660
568.94700;  1.11741
569.94700;  1.11559
570.94700;  1.11663
571.94700;  1.11822
572.94700;  1.12074
573.94700;  1.12219
574.94700;  1.12229
575.94700;  1.12075
576.94700;  1.12308
577.94700;  1.12464
578.94700;  1.12308
579.94700;  1.12389
580.94700;  1.12307
581.94700;  1.12309
582.94700;  1.12308
583.94700;  1.12634
584.94700;  1.12551
585.94700;  1.12387
586.94700;  1.12469
587.94700;  1.12389
588.94700;  1.12556
589.94700;  1.12481
590.94700;  1.12386
591.94700;  1.12539
592.94700;  1.12632
593.94700;  1.12548
594.94700;  1.12393
595.94700;  1.12860
596.94700;  1.13116
597.94700;  1.12814
598.94700;  1.12708
599.94700;  1.12768
600.94700;  1.13036
601.94700;  1.12793
602.94700;  1.12712
603.94700;  1.12711
604.94700;  1.12707
605.94700;  1.12875
606.94700;  1.12797
607.94700;  1.12844
608.94700;  1.12954
609.94700;  1.13039
610.94700;  1.12903
611.94700;  1.12648
612.94700;  1.12154
613.94700;  1.12067
614.94700;  1.12152
615.94700;  1.12113
616.94700;  1.12279
617.94700;  1.11694
618.94700;  1.11587
619.94700;  1.11415
620.94700;  1.11297
621.94700;  1.10732
622.94700;  1.10677
623.94700;  1.10608
624.94700;  1.10494
625.94700;  1.10318
626.94700;  1.10282
627.94700;  1.10283
628.94700;  1.10334
629.94700;  1.10208
630.94700;  1.10091
631.94700;  1.10125
632.94700;  1.10045
633.94700;  1.10144
634.94700;  1.10199
635.94700;  1.10201
636.94700;  1.10201
637.94700;  1.10039
638.94700;  1.09710
639.94700;  1.09838
640.94700;  1.09557
641.94700;  1.09559
642.94700;  1.09307
643.94700;  1.09476
644.94700;  1.09441
645.94700;  1.09289
646.94700;  1.09227
647.94700;  1.09226
648.94700;  1.09307
649.94700;  1.09223
650.94700;  1.09069
651.94700;  1.09153
652.94700;  1.09173
653.94700;  1.09062
654.94700;  1.08966
655.94700;  1.08900
656.94700;  1.09074
657.94700;  1.08901
658.94700;  1.08560
659.94700;  1.08490
660.94700;  1.08336
661.94700;  1.08268
662.94700;  1.08519
663.94700;  1.08353
664.94700;  1.08252
665.94700;  1.08420
666.94700;  1.08489
667.94700;  1.08186
668.94700;  1.08244
669.94700;  1.07688
670.94700;  1.07848
671.94700;  1.07933
672.94700;  1.07933
673.94700;  1.08012
674.94700;  1.07941
675.94700;  1.08087
676.94700;  1.07771
677.94700;  1.07692
678.94700;  1.07689
679.94700;  1.07280
680.94700;  1.07378
681.94700;  1.07625
682.94700;  1.07680
683.94700;  1.07445
684.94700;  1.07446
685.94700;  1.07527
686.94700;  1.07611
687.94700;  1.07690
688.94700;  1.07770
689.94700;  1.07607
690.94700;  1.07529
691.94700;  1.07447
692.94700;  1.07443
693.94700;  1.07608
694.94700;  1.07608
695.94700;  1.07370
696.94700;  1.07932
697.94700;  1.08013
698.94700;  1.08013
699.94700;  1.07771
700.94700;  1.07852
701.94700;  1.07932
702.94700;  1.08010
703.94700;  1.07932
704.94700;  1.08016
705.94700;  1.07773
706.94700;  1.07695
707.94700;  1.07608
708.94700;  1.07854
709.94700;  1.07689
710.94700;  1.07675
711.94700;  1.07760
712.94700;  1.07461
713.94700;  1.07447
714.94700;  1.07693
715.94700;  1.07442
716.94700;  1.07528
717.94700;  1.07758
718.94700;  1.07932
719.94700;  1.07913
720.94700;  1.07623
721.94700;  1.07528
722.94700;  1.07464
723.94700;  1.07530
724.94700;  1.07419
725.94700;  1.07518
726.94700;  1.07748
727.94700;  1.07827
728.94700;  1.08179
729.94700;  1.08176
730.94700;  1.08101
731.94700;  1.07709
732.94700;  1.07851
733.94700;  1.07798
734.94700;  1.07771
735.94700;  1.07934
736.94700;  1.07919
737.94700;  1.08193
738.94700;  1.08210
739.94700;  1.08052
740.94700;  1.07720
741.94700;  1.07606
742.94700;  1.07660
743.94700;  1.07688
744.94700;  1.07894
745.94700;  1.07614
746.94700;  1.07605
747.94700;  1.07729
748.94700;  1.08061
749.94700;  1.07976
750.94700;  1.08098
751.94700;  1.08104
752.94700;  1.08140
753.94700;  1.08095
754.94700;  1.08177
755.94700;  1.08028
756.94700;  1.07852
757.94700;  1.07844
758.94700;  1.08000
759.94700;  1.08095
760.94700;  1.08169
761.94700;  1.08577
762.94700;  1.08342
763.94700;  1.08148
764.94700;  1.08007
765.94700;  1.07930
766.94700;  1.08016
767.94700;  1.08116
768.94700;  1.08017
769.94700;  1.07769
770.94700;  1.07882
771.94700;  1.07694
772.94700;  1.07679
773.94700;  1.07719
774.94700;  1.07878
775.94700;  1.07741
776.94700;  1.07508
777.94700;  1.07444
778.94700;  1.07611
779.94700;  1.07504
780.94700;  1.07451
781.94700;  1.07506
782.94700;  1.07365
783.94700;  1.07387
784.94700;  1.07531
785.94700;  1.07444
786.94700;  1.07604
787.94700;  1.07529
788.94700;  1.07366
789.94700;  1.07207
790.94700;  1.07202
791.94700;  1.06960
792.94700;  1.06554
793.94700;  1.06445
794.94700;  1.06470
795.94700;  1.06416
796.94700;  1.06805
797.94700;  1.06474
