#FILE:                        13WaT18 20 K min N2 7.2.2007.dsu
#FORMAT:                      NETZSCH4                        
#IDENTITY:                    13WaT18 20 K min N2             
#DECIMAL:                     POINT                           
#SEPARATOR:                   SEMICOLON                       
#MTYPE:                       DSC                             
#INSTRUMENT:                  NETZSCH STA 449C                
#PROJECT:                     vtt                             
#DATE/TIME:                   7.2.2007 14:10:03               
#CORR. FILE:                  correction 20K min N2 800 C.bsu 
#LABORATORY:                  EO                              
#OPERATOR:                    TL                              
#REMARK:                                                      
#SAMPLE:                      13WaT18                         
#SAMPLE MASS /mg:             12.208                          
#MATERIAL:                    Empty crucibles                 
#REFERENCE:                   al2o3                           
#REFERENCE MASS /mg:          40.312                          
#TYPE OF CRUCIBLE:            DSC/TG pan Al2O3                
#SAMPLE CRUCIBLE MASS /mg:    0.000                           
#REFERENCE CRUCIBLE MASS /mg: 0.000                           
#PROTECTIVE GAS:              N2                              
#PURGE GAS 1:                 air                             
#FLOW RATE 1 /(ml/min):       40                              
#PURGE GAS 2:                                                 
#FLOW RATE 2:                                                 
#DSC RANGE /æm:               5000                            
#TG RANGE /æm:                5000                            
#CORR. CODE:                  020                             
#EXO:                         +1                              
#RANGE:                       20.0/20.00(K/min)/800.0         
#SEGMENT:                     S1/2                            

##Temp./øC;DSC/(mW/mg)
335.05544;     1.14895
336.05544;     1.14614
337.05544;     1.14264
338.05544;     1.13829
339.05544;     1.13396
340.05544;     1.12832
341.05544;     1.12393
342.05544;     1.11826
343.05544;     1.11310
344.05544;     1.10664
345.05544;     1.10035
346.05544;     1.09356
347.05544;     1.08652
348.05544;     1.07881
349.05544;     1.07151
350.05544;     1.06341
351.05544;     1.05354
352.05544;     1.04422
353.05544;     1.03441
354.05544;     1.02295
355.05544;     1.01016
356.05544;     0.99663
357.05544;     0.98181
358.05544;     0.96554
359.05544;     0.94843
360.05544;     0.92966
361.05544;     0.90904
362.05544;     0.88777
363.05544;     0.86398
364.05544;     0.83829
365.05544;     0.81080
366.05544;     0.78093
367.05544;     0.75034
368.05544;     0.71721
369.05544;     0.68341
370.05544;     0.64860
371.05544;     0.61147
372.05544;     0.57347
373.05544;     0.53651
374.05544;     0.49852
375.05544;     0.46022
376.05544;     0.42341
377.05544;     0.38767
378.05544;     0.35279
379.05544;     0.32099
380.05544;     0.29289
381.05544;     0.26690
382.05544;     0.24515
383.05544;     0.22855
384.05544;     0.21754
385.05544;     0.21140
386.05544;     0.21049
387.05544;     0.21741
388.05544;     0.22959
389.05544;     0.24847
390.05544;     0.27437
391.05544;     0.30693
392.05544;     0.34535
393.05544;     0.38961
394.05544;     0.44007
395.05544;     0.49277
396.05544;     0.54959
397.05544;     0.60668
398.05544;     0.66542
399.05544;     0.72288
400.05544;     0.77854
401.05544;     0.83086
402.05544;     0.88058
403.05544;     0.92500
404.05544;     0.96531
405.05544;     1.00182
406.05544;     1.03390
407.05544;     1.06327
408.05544;     1.08858
409.05544;     1.11280
410.05544;     1.13320
411.05544;     1.15242
412.05544;     1.16985
413.05544;     1.18517
414.05544;     1.20069
415.05544;     1.21430
416.05544;     1.22717
417.05544;     1.23906
418.05544;     1.24997
419.05544;     1.26145
420.05544;     1.27298
421.05544;     1.28168
422.05544;     1.29201
423.05544;     1.30126
424.05544;     1.31106
425.05544;     1.31966
426.05544;     1.32784
427.05544;     1.33640
428.05544;     1.34391
429.05544;     1.35117
430.05544;     1.35868
431.05544;     1.36600
432.05544;     1.37257
433.05544;     1.37995
434.05544;     1.38623
435.05544;     1.39145
436.05544;     1.39869
437.05544;     1.40409
438.05544;     1.40998
439.05544;     1.41514
440.05544;     1.42024
441.05544;     1.42477
442.05544;     1.42897
443.05544;     1.43400
444.05544;     1.43834
445.05544;     1.44168
446.05544;     1.44585
447.05544;     1.44864
448.05544;     1.45159
449.05544;     1.45498
450.05544;     1.45784
451.05544;     1.46041
452.05544;     1.46320
453.05544;     1.46497
454.05544;     1.46734
455.05544;     1.46987
456.05544;     1.47158
457.05544;     1.47263
458.05544;     1.47499
459.05544;     1.47618
460.05544;     1.47721
461.05544;     1.47908
462.05544;     1.48034
463.05544;     1.48092
464.05544;     1.48288
465.05544;     1.48292
466.05544;     1.48570
467.05544;     1.48663
468.05544;     1.48827
469.05544;     1.49028
470.05544;     1.49159
471.05544;     1.49317
472.05544;     1.49517
473.05544;     1.49584
474.05544;     1.49824
475.05544;     1.50040
476.05544;     1.50145
477.05544;     1.50359
478.05544;     1.50579
479.05544;     1.50760
480.05544;     1.50722
481.05544;     1.50943
482.05544;     1.51186
483.05544;     1.51320
484.05544;     1.51571
485.05544;     1.51729
486.05544;     1.51931
487.05544;     1.52155
488.05544;     1.52349
489.05544;     1.52522
490.05544;     1.52780
491.05544;     1.53061
492.05544;     1.53293
493.05544;     1.53472
494.05544;     1.53719
495.05544;     1.54039
496.05544;     1.54266
497.05544;     1.54405
498.05544;     1.54701
499.05544;     1.54965
500.05544;     1.55188
501.05544;     1.55415
502.05544;     1.55621
503.05544;     1.55889
504.05544;     1.56212
505.05544;     1.56455
506.05544;     1.56667
507.05544;     1.56970
508.05544;     1.57100
509.05544;     1.57344
510.05544;     1.57577
511.05544;     1.57891
512.05544;     1.58158
513.05544;     1.58325
514.05544;     1.58521
515.05544;     1.58886
516.05544;     1.59123
517.05544;     1.59431
518.05544;     1.59584
519.05544;     1.59786
520.05544;     1.60053
521.05544;     1.60343
522.05544;     1.60577
523.05544;     1.60774
524.05544;     1.61026
525.05544;     1.61195
526.05544;     1.61454
527.05544;     1.61653
528.05544;     1.61988
529.05544;     1.62116
530.05544;     1.62376
531.05544;     1.62495
532.05544;     1.62775
533.05544;     1.63042
534.05544;     1.63229
535.05544;     1.63378
536.05544;     1.63632
537.05544;     1.63720
538.05544;     1.63826
539.05544;     1.63942
540.05544;     1.64140
541.05544;     1.64366
542.05544;     1.64518
543.05544;     1.64593
544.05544;     1.64809
545.05544;     1.64920
546.05544;     1.65065
547.05544;     1.65217
548.05544;     1.65402
549.05544;     1.65317
550.05544;     1.65425
551.05544;     1.65556
552.05544;     1.65674
553.05544;     1.65745
554.05544;     1.65808
555.05544;     1.65935
556.05544;     1.65904
557.05544;     1.65980
558.05544;     1.65957
559.05544;     1.65925
560.05544;     1.65994
561.05544;     1.66017
562.05544;     1.66071
563.05544;     1.66097
564.05544;     1.66024
565.05544;     1.66036
566.05544;     1.66077
567.05544;     1.66118
568.05544;     1.65980
569.05544;     1.66040
570.05544;     1.65922
571.05544;     1.65905
572.05544;     1.65823
573.05544;     1.65740
574.05544;     1.65518
575.05544;     1.65464
576.05544;     1.65323
577.05544;     1.65182
578.05544;     1.65044
579.05544;     1.64926
580.05544;     1.64754
581.05544;     1.64521
582.05544;     1.64421
583.05544;     1.64210
584.05544;     1.64025
585.05544;     1.63877
586.05544;     1.63583
587.05544;     1.63293
588.05544;     1.63109
589.05544;     1.62797
590.05544;     1.62565
591.05544;     1.62312
592.05544;     1.61996
593.05544;     1.61637
594.05544;     1.61357
595.05544;     1.60887
596.05544;     1.60546
